state,county,region,metro_status,rural_urban_code,perc_complete_vac,tot_pop,votes_Trump,votes_Biden,perc_Biden,ed_somecol_perc,ed_bachormore_perc,unemployment_rate_2020,median_HHincome_2019
Minnesota,Red Lake County,Midwest,Non-metro,8,51.7,4055,1454,691,31.4663024,38.97216415,16.20271301,6.4,58384
Virginia,Madison County,South,Non-metro,8,50.7,13261,5300,2698,33.1898142,26.40642929,23.37960625,3.8,66397
Texas,Falls County,South,Metro,2,40.1,17297,4177,1899,30.9636393,26.02178764,12.44164181,6,41484
New Mexico,Socorro County,West,Non-metro,6,61.4,16637,3255,3722,51.9832402,22.44212532,21.95188332,7.1,39582
Georgia,Polk County,South,Non-metro,4,15.8,42613,13587,3657,21.022074,27.17189789,13.72049904,6,47896
North Carolina,Cumberland County,South,Metro,2,57.2,335509,60032,84469,57.4033299,39.52250671,25.4977951,9.5,46599
Minnesota,Scott County,Midwest,Metro,1,61.8,149013,45872,40040,45.5181038,32.58466721,39.85667419,5.9,108718
Montana,Dawson County,West,Non-metro,7,35.1,8613,3758,962,19.8883606,36.67141342,22.21167564,5.6,56677
Wisconsin,Clark County,Midwest,Non-metro,6,34,34774,10002,4524,30.3664921,29.91472626,12.56049824,4.5,54296
Michigan,Iosco County,Midwest,Non-metro,7,52.6,25127,9759,5373,34.973638,34.76280594,15.91525555,10.5,43605
Texas,Terrell County,South,Non-metro,9,50,776,334,119,25.9825328,41.24668503,18.43501282,4.6,45677
Alabama,Cleburne County,South,Non-metro,8,28.5,14910,6484,675,9.3399751,25.63686752,15.41837597,4.6,51276
West Virginia,Webster County,South,Non-metro,9,31,8114,2759,610,17.930629,18.35772324,11.36585331,9.4,34385
Georgia,Greene County,South,Non-metro,6,40.8,18324,7066,4087,36.3482746,25.07191086,26.852211,5.9,60973
Connecticut,Windham County,Northeast,Metro,2,58.2,116782,29141,26701,46.7806647,30.90475655,24.33285904,7.8,63309
North Dakota,Sargent County,Midwest,Non-metro,9,54.6,3898,1266,738,35.6521739,37.06467819,18.47903252,4.4,67551
Indiana,Brown County,Midwest,Metro,1,46.8,15092,5777,3036,33.8046988,30.34730148,28.89510918,6.7,59617
Louisiana,Morehouse Parish,South,Non-metro,6,40.7,24874,6510,4946,42.7337135,23.68621445,12.96502399,9.8,34922
Wisconsin,Portage County,Midwest,Non-metro,4,56.2,70772,19299,20428,50.3115533,29.06505013,32.92612839,5.4,58248
Alabama,Greene County,South,Non-metro,8,45.3,8111,875,3884,81.3403141,30.48506737,10.11565685,10.9,28699
Vermont,Orange County,Northeast,Non-metro,9,46.9,28892,6187,10304,60.1798855,26.56957054,29.0771122,4.8,59758
Nebraska,Cherry County,Midwest,Non-metro,7,31.2,5689,2844,373,11.4102172,40.53853607,22.875494,2.4,50677
North Carolina,Guilford County,South,Metro,2,54.6,537174,107294,173086,60.8416583,29.77494049,36.02620316,8.6,55820
Kansas,Sherman County,Midwest,Non-metro,7,40.1,5917,2222,386,14.4407033,40.26861954,21.78266144,3.4,54000
Oregon,Jackson County,West,Metro,3,53.4,220944,63869,59478,46.7723037,36.17258835,27.84124184,7.8,56367
Montana,Powell County,West,Non-metro,6,42.1,6890,2355,752,23.5367762,31.1379509,20.38120461,4.6,49387
Pennsylvania,Lancaster County,Northeast,Metro,2,58.4,545724,160209,115847,41.1717459,22.47831535,27.27427673,7.5,67515
Rhode Island,Newport County,Northeast,Metro,1,71.4,82082,15722,29486,63.8944266,23.823215480000002,48.07360458,8.2,80862
New Hampshire,Grafton County,Northeast,Non-metro,5,68.4,89886,19905,33180,61.4569635,25.73677063,40.62386322,5.8,62468
Mississippi,Jefferson County,South,Non-metro,8,62.5,6990,531,3327,85.0677576,24.17695427,15.90534973,18.4,30871
Georgia,Heard County,South,Metro,1,14.3,11923,4519,824,15.2762329,25.83714294,8.711232185,6.5,48984
South Dakota,Walworth County,Midwest,Non-metro,7,43,5435,1966,565,21.8992248,27.09038734,24.85022163,6.1,51472
Arkansas,Sevier County,South,Non-metro,6,40.8,17007,3884,1116,21.4532872,26.25865555,12.79243851,5.8,43493
Oklahoma,Texas County,South,Non-metro,7,39.2,19983,4505,894,16.1927187,24.4502449,22.14839363,2.3,56014
Illinois,Lawrence County,Midwest,Non-metro,7,38.9,15678,4886,1419,22.0959203,35.30701828,14.8785429,8.7,47114
Wyoming,Crook County,West,Non-metro,9,25.9,7584,3651,378,9.1769847,41.34411621,22.31850624,3.9,64120
Kansas,Finney County,Midwest,Non-metro,5,39.5,36467,7079,4155,36.237572,31.77361679,17.06705093,3.5,57412
Texas,Carson County,South,Metro,2,32,5926,2779,297,9.5131326,32.92860794,28.43613434,4.2,69760
Oklahoma,Grady County,South,Metro,1,34.2,55834,18538,4144,17.9386174,29.89579964,19.89204025,6.1,63647
Texas,Coleman County,South,Non-metro,6,34,8175,3641,451,10.9359845,34.06539917,15.78005505,7.4,44834
Louisiana,East Feliciana Parish,South,Metro,2,36.9,19135,6064,4280,40.7269959,23.85025215,12.71732998,6.7,50041
Texas,Lynn County,South,Metro,2,35.3,5951,1853,428,18.6655037,28.68400383,17.2576828,5.4,45737
Texas,Cherokee County,South,Non-metro,6,35,52646,15101,4210,21.5808899,31.31824493,17.17338181,7.9,46576
Alaska,Dillingham Census Area,West,Non-metro,9,44.5,4916,NA,NA,NA,27.01209068,22.07253838,8.2,57436
Georgia,Fayette County,South,Metro,1,35.4,114421,37956,33062,45.9232714,28.18465424,46.24895096,5.4,94563
Kansas,Cherokee County,Midwest,Non-metro,6,41.7,19939,6622,2163,24.1811068,37.54960632,19.59737396,5.2,47682
Mississippi,Choctaw County,South,Non-metro,9,32.6,8210,3001,1185,28.0473373,25.48409462,19.08713722,6.4,41146
Montana,Daniels County,West,Non-metro,9,38.2,1690,799,195,19.2307692,34.29462051,24.00623512,2.8,50001
South Dakota,Hand County,Midwest,Non-metro,9,43.7,3191,1433,373,20.3159041,38.7987709,22.09557152,2.7,56239
Kansas,Greeley County,Midwest,Non-metro,9,47.4,1232,537,77,12.2416534,32.9629631,27.16049385,1.8,58492
Florida,Holmes County,South,Non-metro,6,26.6,19617,8080,924,10.189678,27.29403496,10.71732998,5.5,38874
Texas,Burnet County,South,Non-metro,6,47.3,48155,18767,5639,22.8142574,32.15981674,25.39142609,4.7,62827
Montana,Glacier County,West,Non-metro,7,73,13753,1884,3610,64.018443,28.9486618,21.39523506,9.8,41808
Alabama,Tallapoosa County,South,Non-metro,6,35.3,40367,14963,5859,27.9119623,29.5043087,18.44280815,6.9,47100
Texas,Gillespie County,South,Non-metro,7,49.1,26988,12514,3176,20.042913,26.82775307,32.22952271,4.8,62143
Tennessee,Madison County,South,Metro,3,49.3,97984,23943,18390,42.8172293,27.94196701,25.63204002,7.5,50401
Texas,Hidalgo County,South,Metro,2,62,868707,90527,128199,58.0390612,23.5308609,18.70633888,11.6,41656
Indiana,Clinton County,Midwest,Non-metro,6,43.8,32399,9334,3361,25.9556723,26.1225071,16.32006836,5.6,55336
Tennessee,Jackson County,South,Non-metro,8,30.7,11786,4118,1135,21.3225625,22.54282188,11.04724693,8,41749
Colorado,Alamosa County,West,Non-metro,7,50.3,16233,3813,3759,48.1429303,33.3090744,25.04418373,6.4,38213
South Carolina,Sumter County,South,Metro,3,44.8,106721,21000,27379,55.9668847,35.35787201,19.29609489,6.8,49611
Wisconsin,Dunn County,Midwest,Non-metro,6,44.4,45368,13173,9897,42.071926499999996,32.48690033,27.89197922,5.5,61506
Texas,Sabine County,South,Non-metro,8,34.1,10542,4784,669,12.1924549,31.53380394,17.58325005,10.8,43778
Texas,Reeves County,South,Non-metro,7,42.5,15976,2254,1395,37.8356387,24.75238037,12.29523849,7.1,48990
Missouri,DeKalb County,Midwest,Metro,3,25.9,12547,3828,930,19.2029734,26.37304115,13.84238052,4.3,53997
Tennessee,Coffee County,South,Non-metro,4,41.1,56520,17883,5705,23.4947698,26.48231888,20.4706192,7.8,54931
Oklahoma,Haskell County,South,Non-metro,6,37.2,12627,4165,783,15.6162744,31.1764698,16.15917015,7.8,41643
Kansas,Hamilton County,Midwest,Non-metro,9,34.9,2539,684,134,16.0095579,22.22222137,18.73873901,1.7,55857
Idaho,Bingham County,West,Non-metro,4,39.3,46811,15295,4124,20.5235394,36.59732056,21.23225594,3.9,59959
Michigan,Bay County,Midwest,Metro,3,52.9,103126,33125,26151,43.4005477,36.5799408,19.30950356,9.2,50130
California,Mendocino County,West,Non-metro,4,60.7,86749,13267,28782,66.4159129,37.05184937,24.44480324,8.9,52309
Illinois,Jasper County,Midwest,Non-metro,7,39,9610,4494,1007,18.0272109,34.06282425,16.5698967,6,59980
Texas,Wilbarger County,South,Non-metro,6,47.6,12769,3524,956,21.1317418,27.96973801,15.19873524,5.9,42570
Oklahoma,Pontotoc County,South,Non-metro,7,46.7,38284,10805,4117,26.8733681,28.15600204,28.23231697,5.2,49510
Pennsylvania,Dauphin County,Northeast,Metro,2,59.3,278299,66408,78983,53.5957603,25.77599525,30.82160568,8.8,60763
Colorado,Jefferson County,West,Metro,1,70.2,582881,148417,218396,57.8751686,29.05514336,45.17254257,7.1,89696
Alaska,Sitka City and Borough,West,Non-metro,7,69.4,8493,NA,NA,NA,33.95704651,33.37129974,6.9,80660
North Carolina,Halifax County,South,Non-metro,4,47.4,50010,10080,15545,60.3478396,26.95106125,14.44656563,9.2,38727
Washington,Island County,West,Non-metro,4,59.9,85141,22746,29213,54.173389,40.08622742,33.55633926,8.3,72173
West Virginia,Fayette County,South,Metro,3,26.5,42406,11580,5063,30.0260942,24.05333138,14.82212162,10,41430
Mississippi,Washington County,South,Non-metro,5,44.7,43909,5300,12503,69.3647712,28.58818054,17.93754959,11,31018
Arkansas,Howard County,South,Non-metro,6,50.1,13202,3367,1340,27.7203144,33.2650032,13.5747633,5,41427
Texas,Frio County,South,Non-metro,6,49.4,20306,2823,2422,45.8799015,24.71684456,7.285725594,5.7,40360
Colorado,Archuleta County,West,Non-metro,7,53.1,14029,5189,3738,40.8792651,34.15211487,37.1608963,7.6,57604
Texas,Midland County,South,Metro,3,39.2,176832,45624,12329,20.9477368,31.46721458,27.37830353,8.1,85811
Kentucky,Boone County,South,Metro,1,54.8,133581,44814,20901,31.1964536,33.53471375,32.11765671,5.4,78806
Virginia,Amherst County,South,Metro,2,43.8,31605,11041,5672,33.3548956,30.55934525,19.09519005,5.6,56218
Arkansas,Polk County,South,Non-metro,7,31.6,19964,7035,1246,14.6760895,34.27737808,14.09663391,6.6,39722
Wisconsin,La Crosse County,Midwest,Metro,3,62,118016,28684,37846,55.750987,34.69969177,34.86667633,5.4,59758
North Carolina,Stanly County,South,Non-metro,6,37.5,62806,25458,8129,23.9517959,34.69340515,17.32235909,6.3,58303
Montana,Hill County,West,Non-metro,7,55.6,16484,3957,2981,41.5065441,35.0533638,25.39900208,5,51881
Oklahoma,Seminole County,South,Non-metro,7,47.4,24258,6011,2150,25.788653,35.98607635,14.31014442,7.4,40725
Virginia,King and Queen County,South,Non-metro,8,46.7,7025,2450,1590,38.6391252,27.38414383,23.63079262,5.1,54185
Kansas,Riley County,Midwest,Metro,3,34.5,74232,11174,11940,50.0523999,31.080616,45.60097504,5,51996
Minnesota,Clearwater County,Midwest,Non-metro,8,38.8,8818,3372,1260,26.7629567,34.16818619,17.05092049,9.4,54896
South Dakota,Dewey County,Midwest,Non-metro,9,58.7,5892,790,1131,57.5279756,32.87141418,16.56461525,7.7,47640
New York,Cattaraugus County,Northeast,Non-metro,4,50.3,76117,22155,11879,34.0909743,30.57579231,19.07509995,9.4,50783
Texas,Schleicher County,South,Non-metro,8,40,2793,940,211,18.2053494,38.21138382,16.56504059,6.9,53286
Kentucky,Shelby County,South,Metro,1,41.8,49024,15055,8077,34.2972399,31.33858299,24.88497734,5.5,71737
Texas,Goliad County,South,Metro,3,38.5,7658,3085,877,21.9909729,39.24741364,17.27187157,7.7,56758
Pennsylvania,Juniata County,Northeast,Non-metro,6,40.6,24763,9649,2253,18.7079631,20.04741478,14.45588112,7.2,57837
Utah,Cache County,West,Metro,3,49.2,128289,38032,16650,28.9208108,34.58433151,38.31977081,2.9,63180
Florida,Palm Beach County,South,Metro,1,60.5,1496770,334711,433572,56.0780591,27.79343987,36.69237137,7.6,66621
Texas,Jeff Davis County,South,Non-metro,9,48.4,2274,784,501,38.3908046,28.20965767,30.50647736,5.1,53362
Kentucky,Wolfe County,South,Non-metro,9,48.9,7157,2097,839,28.1638134,25.68612289,8.658678055,7.7,32773
Tennessee,Lake County,South,Non-metro,9,31.4,7016,1492,526,25.8603736,20.39730453,9.382760048,8.8,34059
Tennessee,Moore County,South,Non-metro,9,20.1,6488,2888,573,16.1910144,23.26797295,22.679739,5.4,61804
Colorado,Washington County,West,Non-metro,9,27.6,4908,2595,369,12.2672872,41.97640228,15.3687315,3.1,53263
Alabama,Geneva County,South,Metro,3,34.8,26271,10848,1595,12.7142288,31.84887505,12.49196148,4.1,43089
Indiana,Crawford County,Midwest,Non-metro,8,34.7,10577,3483,1355,27.4069579,24.17106438,10.33969402,7.1,44332
Illinois,Pike County,Midwest,Non-metro,7,37.3,15561,6332,1484,18.6315129,32.17939377,17.82060623,6,54309
North Carolina,Caswell County,South,Non-metro,8,45.9,22604,7089,4860,40.3286034,30.88842392,15.93778038,7.8,51240
Texas,Culberson County,South,Non-metro,9,48.1,2171,415,438,50.6944444,21.05263138,10.24561405,6.5,44462
Virginia,Middlesex County,South,Non-metro,8,58.6,10582,4196,2491,36.7133382,32.92318726,21.50280762,5.1,58834
Louisiana,Pointe Coupee Parish,South,Metro,2,50.8,21730,7503,4683,37.8546601,25.59167671,14.91547489,7.8,48011
Indiana,Warrick County,Midwest,Metro,2,58.2,62998,21326,11923,35.2449082,31.69161797,30.29709435,5.4,79644
Kentucky,Rowan County,South,Non-metro,7,46.5,24460,5994,3880,38.5494287,25.73132324,25.05787468,7.5,44068
Tennessee,Monroe County,South,Non-metro,6,39.6,46545,16783,3764,18.0987642,27.4656105,13.42729092,8,50506
Utah,Kane County,West,Non-metro,6,45.2,7886,2998,1083,25.9090909,40.80751038,29.8779335,5.4,55887
Iowa,Worth County,Midwest,Non-metro,9,47.9,7381,2738,1596,36.1249434,39.43127823,17.45971489,5.4,60139
Indiana,Wayne County,Midwest,Non-metro,5,45,65884,17567,9524,34.4087575,30.94401741,18.21075821,6.8,47885
Mississippi,Rankin County,South,Metro,2,47.2,155271,50895,18847,26.6746869,33.75065613,29.04959297,5.3,67284
Iowa,Washington County,Midwest,Metro,3,52.3,21965,6971,4561,38.7675308,30.34584808,21.82075119,4.1,63230
Colorado,Costilla County,West,Non-metro,9,55.4,3887,741,1311,62.6074499,37.16434097,19.29824638,7.2,34731
Arkansas,Lafayette County,South,Non-metro,8,38.2,6624,1757,839,31.3176558,23.67938042,15.80664921,7.6,37164
Kentucky,Menifee County,South,Non-metro,9,40.9,6489,2311,750,24.1779497,21.49393463,11.17259026,8.9,37457
Pennsylvania,Cambria County,Northeast,Metro,3,51.7,130192,48085,21730,30.7903761,25.46125031,21.12087059,9.5,48798
Kentucky,Elliott County,South,Non-metro,9,32.1,7517,2246,712,23.7729549,21.91285515,9.745073318,10.1,34262
South Dakota,McCook County,Midwest,Metro,3,49.9,5586,2068,769,26.5172414,29.52485657,24.14171982,3.7,62535
Montana,Musselshell County,West,Non-metro,8,31.4,4633,2423,413,14.3353002,32.47669983,16.26659203,6.1,48290
New Jersey,Burlington County,Northeast,Metro,1,66.8,445349,103345,154595,58.8596992,27.64401436,38.0165329,8.2,88443
Tennessee,Hardin County,South,Non-metro,6,36.9,25652,9559,1775,15.3839487,24.41271591,15.00538826,7.1,44510
Oklahoma,Coal County,South,Non-metro,9,36.2,5495,2091,374,14.8177496,23.69756889,17.33903313,6.6,41273
Wisconsin,Rock County,Midwest,Metro,3,62.4,163354,37138,46658,54.6602624,32.4965744,22.1379509,7.1,61624
South Dakota,Hanson County,Midwest,Non-metro,8,37.6,3453,1793,557,23.3249581,36.45130157,18.46673012,5.2,78478
Illinois,Williamson County,Midwest,Metro,3,50.6,66597,22801,10206,30.2588277,36.90448761,24.32489204,8.7,56958
Texas,Titus County,South,Non-metro,7,33.9,32750,7570,2856,27.0993453,26.94433212,16.34344864,6.7,49924
Utah,Beaver County,West,Non-metro,7,41.6,6710,2695,357,11.516129,35.25724792,21.07599831,4,58309
Texas,Blanco County,South,Non-metro,8,48.4,11931,5443,1911,25.682032,33.29479599,26.47398758,3.8,68404
Kansas,Pottawatomie County,Midwest,Metro,3,35.6,24383,9247,3257,25.4155287,31.37059784,33.79086304,4.3,73685
Kansas,Smith County,Midwest,Non-metro,9,41.7,3583,1734,328,15.678776300000001,34.8389473,22.28804207,2.7,45915
Tennessee,Sequatchie County,South,Metro,2,31.1,15026,5855,1298,17.8985108,27.3828373,15.08431911,7.8,46876
Oregon,Umatilla County,West,Non-metro,4,50,77950,21270,10707,32.4081361,36.72245789,17.18304825,6.8,58286
Colorado,Cheyenne County,West,Non-metro,9,29.9,1831,993,131,11.5316901,35.65022278,19.20777321,2.4,52337
Wisconsin,Rusk County,Midwest,Non-metro,6,37.7,14178,5257,2517,31.9173218,29.89891052,16.55326653,6.6,49860
New Jersey,Essex County,Northeast,Metro,1,61.9,798975,75475,266820,77.2694759,22.58871841,35.45767593,11.7,64522
Kentucky,Woodford County,South,Metro,2,59.2,26734,8362,6530,42.9294589,27.49972725,33.78319168,5,67815
Iowa,Story County,Midwest,Metro,3,57.3,97117,20340,29175,57.1632901,28.10556602,51.6157608,3.6,64151
Ohio,Champaign County,Midwest,Non-metro,6,41,38885,14589,5062,25.3454837,28.88425446,16.08446312,7.1,62077
South Dakota,Hughes County,Midwest,Non-metro,7,63.7,17526,5522,2953,33.8530322,30.26929665,34.65662766,3.4,66952
Georgia,Tift County,South,Non-metro,5,21.6,40644,10784,5318,32.6678543,29.13920212,18.11167145,5.1,47764
Iowa,Ringgold County,Midwest,Non-metro,9,47.8,4894,1968,709,26.1238025,34.47475433,21.38711548,3.9,50890
Alaska,Ketchikan Gateway Borough,West,Non-metro,7,58.6,13901,NA,NA,NA,37.79298782,25.2748394,9.6,75706
Kentucky,Powell County,South,Non-metro,6,47.4,12359,4041,1367,24.8319709,24.35851479,15.9088192,7.3,41760
South Carolina,Calhoun County,South,Metro,2,35.4,14553,4305,3905,47.0992643,30.10393524,19.89606476,6.1,47090
Colorado,Lincoln County,West,Non-metro,8,32.5,5701,2135,470,17.7291588,23.85231972,12.58197689,4.5,43077
Iowa,Lee County,Midwest,Non-metro,5,46.7,33657,9773,6541,39.0880841,35.70632935,16.41575623,6.5,51089
Georgia,Pickens County,South,Metro,1,15.5,32591,14110,2824,16.450166,30.69952774,23.14830971,4.8,66183
Georgia,Clinch County,South,Non-metro,6,31.6,6618,2105,744,26.0048934,25.2538929,9.997743607,4,42928
Kansas,Harper County,Midwest,Non-metro,8,42.8,5436,2128,453,17.2505712,34.30713654,16.23578072,4.4,47540
North Carolina,Onslow County,South,Metro,3,53.4,197938,46078,24266,33.5931335,38.58977127,22.93127441,7.2,50645
Nebraska,Colfax County,Midwest,Non-metro,7,40.9,10709,2636,1025,27.5093935,24.94382095,15.40074921,2.9,62472
Texas,McMullen County,South,Non-metro,9,42.3,743,460,53,10.2713178,31.25,28.83064461,2.8,68349
Nebraska,Harlan County,Midwest,Non-metro,9,37.6,3380,1615,282,14.5811789,43.45238113,22.40646172,2.9,53362
Mississippi,Leake County,South,Non-metro,6,42.8,22786,5228,3897,42.3402868,27.76003838,14.28086185,7.9,41007
Alabama,Lawrence County,South,Metro,3,42.8,32924,12322,3562,22.2194498,25.53830338,12.56755638,4.9,47797
Georgia,Dougherty County,South,Metro,3,24.9,87956,10441,24568,69.623374,31.77615547,21.3868618,8.6,36894
Iowa,Madison County,Midwest,Metro,2,49.5,16338,6507,3134,31.9014658,33.17246246,24.50373268,5.7,72578
New Mexico,Roosevelt County,West,Non-metro,7,33.7,18500,4634,1802,27.2699758,28.01257706,23.9341526,6.2,44928
Idaho,Boundary County,West,Non-metro,7,30,12245,4937,1220,19.325202,29.30357933,19.81363487,6.2,50709
Texas,Fisher County,South,Non-metro,8,33,3830,1448,352,19.2771084,32.76055145,18.64026833,4.5,51053
Missouri,Schuyler County,Midwest,Non-metro,9,26.2,4660,1606,373,18.6220669,28.73333359,12.600000380000001,5.7,43183
Delaware,New Castle County,South,Metro,1,60.2,558753,88364,195034,67.8065451,24.63542747,36.16425705,7.7,76076
Pennsylvania,Montgomery County,Northeast,Metro,1,63,830915,185460,319511,62.6299355,21.56243134,49.2810173,7.6,92340
Oklahoma,Ellis County,South,Non-metro,9,32.4,3859,1688,162,8.6492258,31.23667336,20.11371803,4.5,54013
Arkansas,Lonoke County,South,Metro,2,43.2,73309,22884,6686,21.8054921,31.83777428,20.60761833,5.5,62782
Maryland,Prince George's County,South,Metro,1,64.1,909327,37090,379208,89.2558638,27.83924103,33.07879257,8.2,85357
Wisconsin,Sawyer County,Midwest,Non-metro,7,54.1,16558,5909,4498,42.7973359,34.05998993,24.2419281,7.9,53908
Virginia,Chesterfield County,South,Metro,1,51.7,352802,93326,106935,52.4489416,28.29850578,40.47151184,5.9,81641
Florida,Hernando County,South,Metro,1,49.8,193920,70412,37519,34.4457502,34.21615219,18.44234085,8.1,50705
South Dakota,Haakon County,Midwest,Non-metro,8,38.3,1899,1026,105,9.2348285,33.9912262,15.64327526,2.5,50747
South Dakota,Kingsbury County,Midwest,Non-metro,9,59.9,4939,1904,819,29.4710327,30.12254143,21.54459953,3.7,61992
Tennessee,Pickett County,South,Non-metro,9,40.5,5048,2381,525,17.9119754,26.72325134,9.413579941,6.1,41860
Wisconsin,Richland County,Midwest,Non-metro,6,53.8,17252,4871,3995,44.3199467,30.2806015,19.03212738,5.1,51295
Virginia,Washington County,South,Metro,2,52.8,53740,21679,6617,23.0678055,28.62802124,22.80363083,5.8,52387
Texas,Van Zandt County,South,Non-metro,6,33.8,56590,22270,3516,13.5261984,34.6036911,15.75015736,6.1,55554
West Virginia,Clay County,South,Metro,3,23.8,8508,2679,641,19.0490342,16.21399117,9.218107224,12.5,41923
Virginia,Sussex County,South,Metro,1,33.7,11159,2219,2827,55.5621069,25.09827232,12.73377037,8.5,45134
California,Shasta County,West,Metro,3,44.3,180080,60789,30000,32.2927879,43.5387764,22.16496468,8.7,61464
Washington,Chelan County,West,Metro,3,64,77200,22746,19349,44.6797211,30.51418877,25.7576046,8.4,59838
Kansas,Nemaha County,Midwest,Non-metro,6,49,10231,4612,920,16.3555556,29.03518105,25.36614799,3,63373
Arizona,Pinal County,West,Metro,1,47,462789,107077,75106,40.5897199,36.96906281,19.53212357,7.5,62067
Texas,Galveston County,South,Metro,1,54.5,342139,93911,58842,37.9478911,33.00980759,31.11436653,8.7,73214
Idaho,Madison County,West,Non-metro,4,44,39907,13559,2666,15.5797101,44.31936264,36.39033508,2.7,46177
Texas,Jasper County,South,Non-metro,6,33,35529,12542,2954,18.9261917,27.373325349999998,12.92120838,11.2,47252
Arkansas,Yell County,South,Non-metro,6,44.3,21341,5226,1284,19.047619,25.33627701,12.8164444,5.1,44469
